HelioClim-3 Database of Solar Irradiance v5 (derived from satellite data);;;;;;;
;;;;
Provider;MINES ParisTech / Armines / Transvalor (France);;;;;;;;;;
2024.0;11.0;25.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;25.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;25.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;25.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;25.0;8.0;65.4;65.4;55.6;75.2;2.0;300.8;81.0;65.4
2024.0;11.0;25.0;9.0;261.8;261.8;222.5;301.1;2.0;615.6;321.1;261.8
2024.0;11.0;25.0;10.0;520.4;520.4;442.3;598.5;2.0;885.8;563.3;520.4
2024.0;11.0;25.0;11.0;609.7;609.7;518.2;701.1;2.0;1093.2;757.5;609.7
2024.0;11.0;25.0;12.0;738.8;738.8;628.0;849.6;2.0;1223.6;881.7;738.8
2024.0;11.0;25.0;13.0;666.8;666.8;566.8;766.9;2.0;1268.1;924.4;666.8
2024.0;11.0;25.0;14.0;658.3;658.3;559.6;757.1;2.0;1223.6;881.7;658.3
2024.0;11.0;25.0;15.0;690.0;690.0;586.5;793.6;2.0;1093.2;757.5;690.0
2024.0;11.0;25.0;16.0;440.9;440.9;374.8;507.2;2.0;885.8;563.3;440.9
2024.0;11.0;25.0;17.0;264.9;264.9;225.1;304.7;2.0;615.6;321.1;264.9
2024.0;11.0;25.0;18.0;79.3;79.3;67.3;91.2;2.0;300.8;81.0;79.3
2024.0;11.0;25.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;25.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;25.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;25.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;25.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;25.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;8.0;72.0;72.0;61.3;82.9;2.0;300.3;80.7;72.0
2024.0;11.0;26.0;9.0;307.0;307.0;260.9;353.0;2.0;614.7;320.3;307.0
2024.0;11.0;26.0;10.0;397.7;397.7;337.9;457.3;2.0;884.8;562.2;397.7
2024.0;11.0;26.0;11.0;624.9;624.9;531.1;718.6;2.0;1092.0;756.2;624.9
2024.0;11.0;26.0;12.0;717.3;717.3;609.7;824.9;2.0;1222.2;880.3;717.3
2024.0;11.0;26.0;13.0;716.7;716.7;609.2;824.2;2.0;1266.7;922.9;716.7
2024.0;11.0;26.0;14.0;718.1;718.1;610.4;825.8;2.0;1222.2;880.3;718.1
2024.0;11.0;26.0;15.0;561.8;561.8;477.5;646.0;2.0;1092.0;756.2;561.8
2024.0;11.0;26.0;16.0;463.9;463.9;394.4;533.5;2.0;884.8;562.2;463.9
2024.0;11.0;26.0;17.0;313.6;313.6;266.5;360.6;2.0;614.7;320.3;313.6
2024.0;11.0;26.0;18.0;67.2;67.2;57.1;77.2;2.0;300.3;80.7;67.2
2024.0;11.0;26.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;26.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;8.0;66.0;66.0;56.1;75.8;2.0;299.7;80.3;66.0
2024.0;11.0;27.0;9.0;254.2;254.2;216.0;292.3;2.0;613.9;319.6;254.2
2024.0;11.0;27.0;10.0;516.7;516.7;439.1;594.2;2.0;883.7;561.2;516.7
2024.0;11.0;27.0;11.0;630.0;630.0;535.4;724.5;2.0;1090.8;755.0;630.0
2024.0;11.0;27.0;12.0;640.7;640.7;544.6;736.9;2.0;1220.9;879.0;640.7
2024.0;11.0;27.0;13.0;815.9;815.9;693.5;938.3;2.0;1265.3;921.6;815.9
2024.0;11.0;27.0;14.0;863.4;863.4;733.9;992.9;2.0;1220.9;879.0;863.4
2024.0;11.0;27.0;15.0;635.7;635.7;540.3;731.1;2.0;1090.8;755.0;635.7
2024.0;11.0;27.0;16.0;556.7;556.7;473.1;640.1;2.0;883.7;561.2;556.7
2024.0;11.0;27.0;17.0;232.9;232.9;198.0;267.8;2.0;613.9;319.6;232.9
2024.0;11.0;27.0;18.0;57.5;57.5;48.9;66.1;2.0;299.7;80.3;57.5
2024.0;11.0;27.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;27.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;8.0;66.2;66.2;56.3;76.1;2.0;299.2;79.9;66.2
2024.0;11.0;28.0;9.0;238.2;238.2;202.4;273.8;2.0;613.1;318.8;238.2
2024.0;11.0;28.0;10.0;510.2;510.2;433.6;586.7;2.0;882.8;560.2;510.2
2024.0;11.0;28.0;11.0;753.4;753.4;640.4;866.5;2.0;1089.6;753.8;753.4
2024.0;11.0;28.0;12.0;777.4;777.4;660.8;894.0;2.0;1219.7;877.7;777.4
2024.0;11.0;28.0;13.0;849.0;849.0;721.7;976.4;2.0;1264.1;920.2;849.0
2024.0;11.0;28.0;14.0;650.3;650.3;552.8;747.9;2.0;1219.7;877.7;650.3
2024.0;11.0;28.0;15.0;663.8;663.8;564.2;763.4;2.0;1089.6;753.8;663.8
2024.0;11.0;28.0;16.0;406.2;406.2;345.3;467.2;2.0;882.8;560.2;406.2
2024.0;11.0;28.0;17.0;305.7;305.7;259.9;351.6;2.0;613.1;318.8;305.7
2024.0;11.0;28.0;18.0;62.9;62.9;53.5;72.3;2.0;299.2;79.9;62.9
2024.0;11.0;28.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;28.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;8.0;79.2;79.2;67.2;91.0;2.0;298.7;79.6;79.2
2024.0;11.0;29.0;9.0;242.7;242.7;206.2;279.0;2.0;612.4;318.1;242.7
2024.0;11.0;29.0;10.0;412.4;412.4;350.6;474.3;2.0;881.8;559.2;412.4
2024.0;11.0;29.0;11.0;566.9;566.9;481.8;651.9;2.0;1088.5;752.7;566.9
2024.0;11.0;29.0;12.0;645.2;645.2;548.5;742.0;2.0;1218.5;876.5;645.2
2024.0;11.0;29.0;13.0;887.4;887.4;754.3;1020.6;2.0;1262.8;919.0;887.4
2024.0;11.0;29.0;14.0;873.5;873.5;742.4;1004.4;2.0;1218.5;876.5;873.5
2024.0;11.0;29.0;15.0;605.5;605.5;514.7;696.2;2.0;1088.5;752.7;605.5
2024.0;11.0;29.0;16.0;418.3;418.3;355.6;481.1;2.0;881.8;559.2;418.3
2024.0;11.0;29.0;17.0;289.2;289.2;245.8;332.4;2.0;612.4;318.1;289.2
2024.0;11.0;29.0;18.0;63.1;63.1;53.6;72.5;2.0;298.7;79.6;63.1
2024.0;11.0;29.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;29.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;8.0;73.7;73.7;62.6;84.8;2.0;298.2;79.3;73.7
2024.0;11.0;30.0;9.0;303.9;303.9;258.3;349.5;2.0;611.7;317.5;303.9
2024.0;11.0;30.0;10.0;449.8;449.8;382.3;517.2;2.0;880.9;558.3;449.8
2024.0;11.0;30.0;11.0;538.6;538.6;457.8;619.4;2.0;1087.5;751.6;538.6
2024.0;11.0;30.0;12.0;749.6;749.6;637.2;862.1;2.0;1217.3;875.3;749.6
2024.0;11.0;30.0;13.0;859.4;859.4;730.5;988.4;2.0;1261.6;917.8;859.4
2024.0;11.0;30.0;14.0;811.2;811.2;689.5;932.9;2.0;1217.3;875.3;811.2
2024.0;11.0;30.0;15.0;744.5;744.5;632.8;856.2;2.0;1087.5;751.6;744.5
2024.0;11.0;30.0;16.0;481.5;481.5;409.3;553.8;2.0;880.9;558.3;481.5
2024.0;11.0;30.0;17.0;284.1;284.1;241.6;326.8;2.0;611.7;317.5;284.1
2024.0;11.0;30.0;18.0;56.8;56.8;48.3;65.3;2.0;298.2;79.3;56.8
2024.0;11.0;30.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;11.0;30.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;8.0;69.0;69.0;58.6;79.4;2.0;297.7;79.0;69.0
2024.0;12.0;1.0;9.0;246.9;246.9;209.8;283.8;2.0;611.0;316.8;246.9
2024.0;12.0;1.0;10.0;564.7;564.7;480.0;649.4;2.0;880.0;557.4;564.7
2024.0;12.0;1.0;11.0;659.6;659.6;560.6;758.5;2.0;1086.5;750.5;659.6
2024.0;12.0;1.0;12.0;786.1;786.1;668.2;904.0;2.0;1216.2;874.1;786.1
2024.0;12.0;1.0;13.0;780.6;780.6;663.5;897.6;2.0;1260.5;916.6;780.6
2024.0;12.0;1.0;14.0;837.3;837.3;711.8;962.9;2.0;1216.2;874.1;837.3
2024.0;12.0;1.0;15.0;583.6;583.6;496.1;671.2;2.0;1086.5;750.5;583.6
2024.0;12.0;1.0;16.0;494.8;494.8;420.6;569.1;2.0;880.0;557.4;494.8
2024.0;12.0;1.0;17.0;317.3;317.3;269.7;364.9;2.0;611.0;316.8;317.3
2024.0;12.0;1.0;18.0;75.1;75.1;63.8;86.4;2.0;297.7;79.0;75.1
2024.0;12.0;1.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;1.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;8.0;58.5;58.5;49.8;67.3;2.0;297.2;78.7;58.5
2024.0;12.0;2.0;9.0;238.1;238.1;202.3;273.7;2.0;610.3;316.2;238.1
2024.0;12.0;2.0;10.0;513.3;513.3;436.2;590.2;2.0;879.2;556.6;513.3
2024.0;12.0;2.0;11.0;770.4;770.4;654.8;885.9;2.0;1085.5;749.5;770.4
2024.0;12.0;2.0;12.0;844.0;844.0;717.5;970.7;2.0;1215.2;873.1;844.0
2024.0;12.0;2.0;13.0;850.0;850.0;722.6;977.6;2.0;1259.4;915.5;850.0
2024.0;12.0;2.0;14.0;813.2;813.2;691.2;935.1;2.0;1215.2;873.1;813.2
2024.0;12.0;2.0;15.0;688.7;688.7;585.4;792.0;2.0;1085.5;749.5;688.7
2024.0;12.0;2.0;16.0;428.8;428.8;364.5;493.1;2.0;879.2;556.6;428.8
2024.0;12.0;2.0;17.0;259.9;259.9;220.9;298.9;2.0;610.3;316.2;259.9
2024.0;12.0;2.0;18.0;78.7;78.7;66.9;90.5;2.0;297.2;78.7;78.7
2024.0;12.0;2.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;2.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;8.0;68.5;68.5;58.2;78.8;2.0;296.8;78.4;68.5
2024.0;12.0;3.0;9.0;258.2;258.2;219.5;297.0;2.0;609.7;315.6;258.2
2024.0;12.0;3.0;10.0;499.4;499.4;424.4;574.2;2.0;878.4;555.8;499.4
2024.0;12.0;3.0;11.0;666.1;666.1;566.1;766.0;2.0;1084.6;748.6;666.1
2024.0;12.0;3.0;12.0;908.4;908.4;772.2;1044.7;2.0;1214.2;872.0;908.4
2024.0;12.0;3.0;13.0;918.6;918.6;780.8;1056.3;2.0;1258.4;914.4;918.6
2024.0;12.0;3.0;14.0;718.7;718.7;610.9;826.5;2.0;1214.2;872.0;718.7
2024.0;12.0;3.0;15.0;622.7;622.7;529.3;716.2;2.0;1084.6;748.6;622.7
2024.0;12.0;3.0;16.0;509.9;509.9;433.4;586.3;2.0;878.4;555.8;509.9
2024.0;12.0;3.0;17.0;304.0;304.0;258.4;349.6;2.0;609.7;315.6;304.0
2024.0;12.0;3.0;18.0;77.1;77.1;65.5;88.7;2.0;296.8;78.4;77.1
2024.0;12.0;3.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;3.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;8.0;64.7;64.7;55.0;74.4;2.0;296.4;78.0;64.7
2024.0;12.0;4.0;9.0;329.7;329.7;280.2;379.1;2.0;609.1;315.0;329.7
2024.0;12.0;4.0;10.0;483.4;483.4;411.0;556.0;2.0;877.7;555.1;483.4
2024.0;12.0;4.0;11.0;732.8;732.8;622.9;842.7;2.0;1083.7;747.7;732.8
2024.0;12.0;4.0;12.0;801.6;801.6;681.4;922.0;2.0;1213.2;871.1;801.6
2024.0;12.0;4.0;13.0;862.1;862.1;732.8;991.4;2.0;1257.4;913.3;862.1
2024.0;12.0;4.0;14.0;809.7;809.7;688.2;931.1;2.0;1213.2;871.1;809.7
2024.0;12.0;4.0;15.0;736.5;736.5;626.0;846.9;2.0;1083.7;747.7;736.5
2024.0;12.0;4.0;16.0;430.9;430.9;366.3;495.5;2.0;877.7;555.1;430.9
2024.0;12.0;4.0;17.0;280.1;280.1;238.2;322.1;2.0;609.1;315.0;280.1
2024.0;12.0;4.0;18.0;66.6;66.6;56.6;76.6;2.0;296.4;78.0;66.6
2024.0;12.0;4.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;4.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;8.0;65.8;65.8;56.0;75.7;2.0;296.0;77.8;65.8
2024.0;12.0;5.0;9.0;260.7;260.7;221.6;299.9;2.0;608.6;314.5;260.7
2024.0;12.0;5.0;10.0;478.5;478.5;406.7;550.3;2.0;877.0;554.3;478.5
2024.0;12.0;5.0;11.0;783.2;783.2;665.7;900.6;2.0;1082.9;746.9;783.2
2024.0;12.0;5.0;12.0;864.2;864.2;734.5;993.7;2.0;1212.3;870.1;864.2
2024.0;12.0;5.0;13.0;745.4;745.4;633.6;857.2;2.0;1256.5;912.3;745.4
2024.0;12.0;5.0;14.0;779.5;779.5;662.6;896.4;2.0;1212.3;870.1;779.5
2024.0;12.0;5.0;15.0;784.2;784.2;666.6;901.8;2.0;1082.9;746.9;784.2
2024.0;12.0;5.0;16.0;547.0;547.0;465.0;629.2;2.0;877.0;554.3;547.0
2024.0;12.0;5.0;17.0;321.1;321.1;272.9;369.2;2.0;608.6;314.5;321.1
2024.0;12.0;5.0;18.0;72.1;72.1;61.3;83.0;2.0;296.0;77.8;72.1
2024.0;12.0;5.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;5.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;8.0;75.5;75.5;64.2;86.9;2.0;295.7;77.5;75.5
2024.0;12.0;6.0;9.0;301.5;301.5;256.3;346.8;2.0;608.1;314.0;301.5
2024.0;12.0;6.0;10.0;408.1;408.1;346.9;469.4;2.0;876.3;553.7;408.1
2024.0;12.0;6.0;11.0;750.4;750.4;637.9;863.1;2.0;1082.1;746.1;750.4
2024.0;12.0;6.0;12.0;678.1;678.1;576.3;779.8;2.0;1211.5;869.3;678.1
2024.0;12.0;6.0;13.0;919.9;919.9;781.9;1057.9;2.0;1255.6;911.5;919.9
2024.0;12.0;6.0;14.0;833.0;833.0;708.1;957.9;2.0;1211.5;869.3;833.0
2024.0;12.0;6.0;15.0;781.1;781.1;664.0;898.2;2.0;1082.1;746.1;781.1
2024.0;12.0;6.0;16.0;536.2;536.2;455.8;616.7;2.0;876.3;553.7;536.2
2024.0;12.0;6.0;17.0;257.5;257.5;218.9;296.2;2.0;608.1;314.0;257.5
2024.0;12.0;6.0;18.0;66.8;66.8;56.8;76.8;2.0;295.7;77.5;66.8
2024.0;12.0;6.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;12.0;6.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
